NFORM;C1;C2;C3;C4;C5;D1A;D1B;D1C;D1D;D1E;D1ECAN;D1F;D1FCAN;D1G;D1GCAN;D2AT;D2AP;D2BT;D2BP;D2CT;D2CP;D2DT;D2DP;D2ET;D2EP;D2FT;D2FP;D3;D4;D5;d5a;D7;D10;G2;G3A;G3B;G4A;G4B;G5A;G5B;G6A;G6B;G6C;G7A;G7N;G7B;G7O;G7C;G7P;G7D;G7Q;G7E;G7R;G7F;G7S;G7G;G7T;G7H;G7U;G7I;G7V;G7J;G7W;G7K;G7X;G7L;G7Y;G7M;G7Z;G8A_X;G8B_X;G9A_X;G9B_X;G10A_X;G10B_X;G10C_X;G11;G12A_X;G12B_X;INSE;INSE_RecF;EstratoGeografico;wcal0;codseghogar;codloc;codseg
2110;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;3;11; ;45;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;59,09877224;311109;3422;311109
2111;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;2;3;3;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;4;1; ;53;A-;Sauce, San Jacinto, Tala,  Santoral  y Otras;90,53413691;311001;3422;311001
2112;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ;1;1;3;3;1;2;1;2;1; ;3; ;99999;1;2;3; ;2; ;2; ;2; ;4; ;4; ;4; ;4; ;4; ;2; ;4; ;4; ;4; ;2;7; ;7; ;11; ; ;2;9; ;48;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;78,05104153;311004;3422;311004
2113;1;2;2;1;1;2;1;1;1;2; ;1;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ;1;1;2;2;1;2;1;2;1; ;1; ;99999;1;3;8; ;2; ;4; ;2; ;4; ;4; ;5; ;4; ;5; ;2; ;2; ;4; ;2; ;2;2; ;2; ;1; ; ;4;1; ;50;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;92,83968204;311001;3422;311001
2114;1;2;1;1;1;1;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;3;9; ;39;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;59,17352689;311004;3422;311004
2116;1;1;2;1;1;1;2;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;1;1;2;1; ;3; ;99999;2;3;6; ;4; ;3; ;3; ;4; ;4; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;4;99; ;99; ;6; ; ;1;14; ;52;A-;Sauce, San Jacinto, Tala,  Santoral  y Otras;64,91914992;311109;3422;311109
2127;1;2;1;1;1;1;1;2;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1; ;2; ;99999;9;3;1; ;2; ;4; ;2; ;2; ;2; ;4; ;4; ;4; ;4; ;4; ;2; ;4; ;2;1;99;1;99;6;99; ;9;1;99;49;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;83,55571383;310002;3528;310002
2128;2;1;1;1;1;1;1;1;1;1;99;1;1;1;1;1;1;2;1; ; ; ; ; ; ; ; ;1;4;4;4;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;5;3;6;99;41;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,6896503;313306;3526;313306
2129;2;1;1;1;1;2;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2; ; ; ; ;1;2;4;4;1;2;2;2;1; ;2; ;99999;1;4;6; ;3; ;4; ;2; ;2; ;1; ;4; ;1; ;2; ;3; ;4; ;4; ;5; ;3;4;7;7; ;1;6;7;2;11; ;30;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;87,70588908;313004;3526;313004
2130;1;1;1;1;1;2;2;2;2;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;4;1; ;21;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,23697729;314204;3629;314204
2131;2;1;1;1;1;2;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;5;2;1; ;3; ;99999;1;2;7; ;1; ;2; ;3; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;3; ;2; ;4;6;8;2; ;2;3;7;2;19; ;34;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;83,9608733;313306;3526;313306
2132;1;1;1;1;1;1;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;3;3;1;2;1;2;1; ;2; ;99999;2;4;7; ;3; ;3; ;3; ;4; ;4; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;3;7;4;7;4;1;2;99;2;19;25;37;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;77,61075252;312103;3628;312103
2133;1;1;1;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1; ;3; ;99999;2;5;6; ;4; ;4; ;2; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4;2;99;2;99;6;99; ;4;1;99;27;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;78,89803585;311001;3422;311001
2134;1;2;3;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;11;99;4;1;99;24;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;57,7770246;311109;3422;311109
2135;1;2;2;2;1;2;1;2;1;1;2;2; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;3;19;25;56;A-;Sauce, San Jacinto, Tala,  Santoral  y Otras;83,55571383;310003;3528;310003
2138;1;2;2;1;1;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;2;1;1;2;2; ;180; ;2;5;12;5; ;5; ;5; ;1; ;3; ;4; ;3; ;4; ;3; ;2; ;4; ;5; ;3; ;6;8;6;9;11;99; ;4;10;11;41;M;Montevideo Medio;563,0598211;122220;1020;122220
2139;3;1;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;1;1;1;G;2A;4;3;7;2;2;3;3;1;2;2;2;2;2;3;3;2;3;1;4;2;4;4;3;3;3;3;3;3;3;12;99;5;99;5;99; ;4;1;10;47;M+;Montevideo Medio Bajo;727,4520278;109034;1020;109034
2140;1;1;1;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;3;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99;99; ;4;1;99;42;M;Zona III - Cuenca Cerro Norte Bajo;111,1639443;116016;1020;116016
2141;1;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;2;3;3;1;3;1;1;2;2; ;316; ;6;8;10;4; ;4; ;4; ;2; ;2; ;4; ;1; ;2; ;1; ;4; ;4; ;4; ;1; ;1;4;12;99;10;99; ;4;1;99;40;M;Zona II - Cuenca Noreste      NoBajo;96,0440791;111073;1020;111073
2142;1;1;1;1;1;1;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;3;3;1;2;2;1;2;2; ;103; ;1;3;9;2; ;2; ;3; ;2; ;2; ;3; ;2; ;3; ;2; ;3; ;2; ;4; ;2; ;9;4;4;1;1; ; ;4;11; ;46;M+;Zona II - Cuenca Noreste      NoBajo;110,401677;111073;1020;111073
2143;1;2;1;1;1;2;2;2;2;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ;3;11; ;25;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;71,26240876;310206;3528;310206
2145;1;1;1;1;1;2;1;1;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1;2;1;2;1; ;1; ;99999;1;2;4; ;4; ;4; ;3; ;2; ;3; ;4; ;4; ;4; ;3; ;4; ;4; ;4; ;4;1;7;1;7;4;5;6;4;1; ;25;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,23697729;313004;3526;313004
2148;1;1;1;1;1;2;1;1;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;2;1;2;1; ;3; ;99999;3;4;6; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4;7; ;7; ;5; ; ;1;14; ;42;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;89,73197647;310004;3528;310004
2149;1;1;2;1;1;1;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ;4;9; ;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841;310004;3528;310004
2150;3;1;2;1;2;2;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6; ;4;3;4;69;A+;Montevideo Medio Alto;512,809147;123101;1020;123101
2151;1;1;1;1;1;2;2;2;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;99; ;3;11;25;23;B+;La Floresta, Atlántida y Otras;76,21574994;308007;3725;308007
2152;1;1;2;1;1;1;1;1;1;2; ;1;1;1;2;2;1;1;1;1;1; ; ; ; ; ; ;1;1;3;3;1;2;1;2;1; ;1; ;710;1;3;4; ;2; ;3; ;2; ;2; ;3; ;3; ;3; ;2; ;2; ;2; ;4; ;4; ;2;1;99;1;99;1;5;6;4;1;99;53;A-;La Floresta, Atlántida y Otras;56,41845609;308007;3725;308007
2153;1;1;2;1;2;1;1;1;1;1;4;2; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ;1;2;5;5;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;5;4;25;99;46;M+;La Floresta, Atlántida y Otras;85,54162946;308046;3900;308046
2154;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;2;3;3;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;4;1; ;56;A-;La Floresta, Atlántida y Otras;81,62652543;317168;3627;317168
2155;1;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;4;1; ;50;M+;La Floresta, Atlántida y Otras;84,73748663;317370;3627;317370
2156;1;1;2;1;3;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1; ;2; ;710;1;8;10; ;4; ;4; ;3; ;2; ;3; ;3; ;4; ;4; ;4; ;3; ;4; ;4; ;2;6;99;6;99;5;99; ;4;1;99;62;A+;La Floresta, Atlántida y Otras;71,04542883;317268;3627;317268
2157;1;1;2;1;1;2;2;2;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;3;3;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;1;99;43;M;La Floresta, Atlántida y Otras;112,9796408;317094;3900;317094
2158;1;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;1; ;55;A-;La Floresta, Atlántida y Otras;84,73748663;317170;3627;317170
2160;1;1;1;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1; ;1; ;710;1;3;8; ;1; ;4; ;1; ;1; ;1; ;3; ;3; ;3; ;2; ;3; ;1; ;4; ;1;1;99;1;99;1;3;6;4;1;99;47;M+;La Floresta, Atlántida y Otras;380,331852;317059;3621;317059
2161;1;1;2;1;1;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;5;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;6;1;13;99;49;M+;Pando;147,0179517;337118;3521;337118
2162;1;1;2;1;1;1;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;3;3;1;2;2;2;1; ;1; ;710;8;1;3; ;1; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;1;1;9;1;9;1;4;99;4;1;25;49;M+;La Floresta, Atlántida y Otras;425,7919993;317059;3621;317059
2163;1;1;1;1;1;2;2;1;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;4;2;1; ;3; ;99999;2;4;8; ;3; ;4; ;4; ;1; ;2; ;4; ;4; ;4; ;4; ;3; ;4; ;4; ;4;2;99;2;99;11;99; ;1;14;25;29;B+;La Floresta, Atlántida y Otras;86,44887475;317061;3621;317061
2164;1;1;2;1;1;2;1;1;1;1;1;2; ;1;99;1;9; ; ; ; ; ; ; ; ; ; ;9;99;3;3;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;9;99; ; ;La Floresta, Atlántida y Otras;84,30203648;317061;3621;317061
2165;1;2;2;1;2;1;2;1;1;1;1;1;1;2; ;2;9; ; ; ; ; ; ; ; ; ; ;9;99;3;3;1;2;1;2;1; ;3; ;109;8;1;99; ;2; ;3; ;3; ;2; ;2; ;4; ;3; ;3; ;1; ;3; ;3; ;3; ;3;7;6;7;99;1;4;6;4;1;99;43;M;La Floresta, Atlántida y Otras;76,74387079;317061;3621;317061
2166;1;1;2;1;2;2;2;1;2;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;9;1;1;2;3; ;99999; ;3;8;99;1; ;4; ;4; ;1; ;1; ;5; ;4; ;4; ;4; ;4; ;1; ;3; ;4; ;2;99;2;99;1;5;6;1;6;25; ; ;La Floresta, Atlántida y Otras;88,53839133;317061;3621;317061
2167;1;2;1;1;1;1;1;1;1;1;2;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;2;4;2;1; ;3; ;710;99; ; ; ;3; ;3; ;4; ;4; ;4; ;4; ;3; ;4; ;4; ;4; ;4; ;3; ;4; ;12; ;12;11;99; ;2;1;25;43;M;La Floresta, Atlántida y Otras;108,9682269;317059;3621;317059
2168;1;1;2;1;1;2;1;1;1;2; ;1;1;2; ;2;1;9;9; ; ; ; ; ; ; ; ;2; ;3;3;1;1;4;2;1; ;3; ;710;4;8;99; ;4; ;3; ;4; ;4; ;4; ;3; ;3; ;4; ;4; ;4; ;4; ;2; ;4;7;99;7;99;11;99; ;4;1;99;37;M;La Floresta, Atlántida y Otras;93,71031283;317099;3910;317099
2169;1;1;2;1;1;2;1;1;1;1;2;1;1;1;2;2;1;1;1;1;1; ; ; ; ; ; ;1;2;4;4;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;11;99;45;M+;La Floresta, Atlántida y Otras;72,92610456;317023;3622;317023
2170;1;2;1;1;1;2;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;3;1;2;1; ;1; ;14AB;9;5;8; ;4; ;4; ;4; ;2; ;2; ;4; ;4; ;4; ;4; ;4; ;2; ;4; ;4;3;2;1;2;3;4;5;4;1; ;26;B+;Pando;180,9416829;337319;3521;337319
2172;1;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;2;1;1;2;2;158;C5;3;1;2;4;2;3;4;4;1;3;3;3;3;3;3;2;2;4;4;1;1;4;4;4;4;4;4;2;2;1;99;1;99;1;4;99;4;1;99;58;A-;La Floresta, Atlántida y Otras;127,1062299;317094;3900;317094
2174;1;2;1;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;2;1; ;3; ;14A;1;4;12; ;2; ;3; ;4; ;1; ;1; ;3; ;4; ;4; ;3; ;4; ;4; ;3; ;3;2;11;2;3;5;7;99;4;1;3;27;B+;Pando;122,5149598;327079;3900;327079
2176;1;1;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;1;99;30;M-;Canelones Capital, Santa Lucía y Otras;86,87055149;301011;3320;301011
2177;1;1;2;1;1;2;1;1;1;1;4;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;1;2;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;99; ;3;16;99;24;B+;Canelones Capital, Santa Lucía y Otras;125,9671447;301011;3320;301011
2178;1;1;2;1;1;1;2;2;1;2; ;1;2;2; ;2;1;2;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;1;99;47;M+;Canelones Capital, Santa Lucía y Otras;84,82039613;301011;3320;301011
2187;1;1;1;1;1;2;2;2;2;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1; ;1; ;268;1;4;5; ;3; ;2; ;3; ;2; ;2; ;3; ;3; ;2; ;3; ;3; ;2; ;1; ;2;12; ;12; ;5; ; ;4;1; ;39;M;Toledo, Suarez y Otras;68,73552913;316214;3530;316214
2188;1;1;1;1;1;2;1;1;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;2;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;2;99;36;M-;Toledo, Suarez y Otras;94,09974242;316119;3900;316119
2189;1;1;2;1;1;1;1;2;1;2; ;1;1;1;1;2;1;1;1;9;9; ; ; ; ; ; ;1;4;4;4;1;2;3;2;1; ;2; ;268;8;7;5; ;3; ;2; ;3; ;1; ;1; ;3; ;2; ;4; ;4; ;3; ;4; ;4; ;3;1;99;4;6;10;99; ;4;1;99;42;M;Toledo, Suarez y Otras;86,1519301;316119;3900;316119
2190;1;1;2;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1; ;3; ;751;1;4;8; ;3; ;1; ;3; ;1; ;1; ;4; ;2; ;4; ;1; ;3; ;4; ;2; ;2;6;99;6;5;10;99; ;4;1;99;33;M-;Toledo, Suarez y Otras;63,64340281;316119;3900;316119
2191;1;1;1;1;1;2;1;1;1;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;2;1;1;1;3;1;103;751;1;4;9;4;4;4;2;4;4;2;1;2;1;2;1;4;2;4;1;2;2;4;4;5;3;4;1;4;1;1; ;1;3;4; ; ;4;1; ;36;M-;Toledo, Suarez y Otras;75,1352605;316214;3530;316214
2192;1;1;1;1;1;2;2;2;1;1;3;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;1;1;1;192;751;3;2;4;2;2;3;2;2;3;2;2;2;1;2;2;2;1;1;1;2;1;1;1;2;1;3;2;2;2;7;99;12;99;13;99; ;4;10;99;42;M;Toledo, Suarez y Otras;62,14141092;316012;3530;316012
2193;1;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;1;1;3;3;316;14AB;2;5;6;3;3;4;3;4;4;3;3;3;3;4;4;4;4;4;4;3;3;4;4;2;2;2;2;2;2;15; ;6; ;5; ; ;4;9; ;32;M-;Zona II - Cuenca Noreste      Bajo;206,0715686;111097;1020;111097
2194;1;1;1;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;1;2;3; ;115; ;1;5;6;3; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;2; ;4; ;3; ;4; ;6;6;6;6;11; ; ;4;1; ;28;B+;Montevideo Medio Bajo;452,7307704;199056;1020;199056
2195;1;1;1;1;1;1;1;1;1;1;99;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;3;1;1;1;1;3;149;6A;1;5;8;3;4;1;4;1;4;2;2;1;1;4;4;1;4;4;4;1;1;1;1;4;4;4;4;1;1;1; ;1; ;3;5; ;4;1; ;38;M;Zona I - Casavalle            NoBajo;118,4125555;117341;1020;117341
2196;1;1;2;1;1;1;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;99;4;9;99;46;M+;Zona II - Cuenca Noreste      NoBajo;83,80567324;111073;1020;111073
2197;1;1;1;1;1;2;2;2;1;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;1;1;3;3;1;2;1;2;1; ;1; ;751;2;10;8; ;3; ;2; ;4; ;1; ;1; ;2; ;4; ;1; ;2; ;1; ;4; ;2; ;4;12;99;6;99;1;4;5;4;1;99;25;B+;Toledo, Suarez y Otras;76,95132084;316214;3530;316214
2198;1;1;2;1;1;1;2;2;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2;1; ;3; ;751;6;2;4; ;3; ;2; ;2; ;3; ;1; ;2; ;3; ;4; ;2; ;2; ;3; ;4; ;2;6;2;5;99;3;99; ;3;10;11;54;A-;Toledo, Suarez y Otras;63,64340281;316012;3530;316012
2199;1;1;1;1;1;1;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1; ;1; ;268;3;4;8; ;2; ;2; ;3; ;1; ;2; ;1; ;2; ;1; ;2; ;1; ;3; ;1; ;3;7;99;5;99;13;99; ;4;1;99;45;M+;Toledo, Suarez y Otras;74,98421359;316012;3530;316012
2200;1;1;1;1;1;2;2;2;1;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1; ;3; ;751;2;3;4; ;3; ;4; ;1; ;1; ;1; ;4; ;4; ;4; ;1; ;2; ;4; ;2; ;3;6;7;6;7;13; ; ;4;1; ;31;M-;Toledo, Suarez y Otras;62,14141092;316119;3900;316119
2201;4;2;2;1;1;2;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;5;5;1;2;1;1;2;1; ;141; ;1;4;8;4; ;4; ;4; ;2; ;3; ;4; ;2; ;2; ;2; ;4; ;4; ;4; ;4; ;3;6;4;6;3;5;99;4;3;10;41;M;Montevideo Medio;734,7385409;124110;1020;124110
2202;1;1;2;1;1;2;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;3;3;1;3;2;1;2;1; ;140; ;1;2;4;2; ;2; ;2; ;1; ;1; ;3; ;3; ;3; ;2; ;4; ;2; ;4; ;4; ;1;4;3;6;1;3;5;4;1;3;57;A-;Montevideo Medio Alto;500,0232185;110225;1020;110225
2203;1;1;2;1;1;1;1;1;1;1;3;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;5;5;1;4;5;2;1; ;2; ;2A;6;8; ; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4;1; ;7; ;11; ; ;1;14; ;51;A-;Canelones Capital, Santa Lucía y Otras;126,1264818;301214;3320;301214
2204;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ;1;1;2;2;1;2;1;2;1; ;1; ;1A;2;8;13; ;4; ;4; ;4; ;2; ;2; ;3; ;3; ;4; ;3; ;4; ;4; ;4; ;4;1;99;11; ;1;5;9;1;6;99;56;A-;Canelones Capital, Santa Lucía y Otras;102,3502783;301114;3320;301114
2205;1;1;2;1;1;2;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;2;1;1;1;2;3;G;2A;3;1;5;3;4;4;4;4;4;4;3;4;4;2;3;4;4;3;3;3;4;4;4;4;4;4;3;2;2;1;8;6;99;1;5;6;4;21;99;27;B+;Montevideo Medio Bajo;796,1884472;109255;1020;109255
