NFORM;C1;C2;C3;C4;C5;D1A;D1B;D1C;D1D;D1E;D1ECAN;D1F;D1FCAN;D1G;D1GCAN;D2AT;D2AP;D2BT;D2BP;D2CT;D2CP;D2DT;D2DP;D2ET;D2EP;D2FT;D2FP;D3;D4;D5;d5a;D7;D10;G2;G3A;G3B;G4A;G4B;G5A;G5B;G6A;G6B;G6C;G7A;G7N;G7B;G7O;G7C;G7P;G7D;G7Q;G7E;G7R;G7F;G7S;G7G;G7T;G7H;G7U;G7I;G7V;G7J;G7W;G7K;G7X;G7L;G7Y;G7M;G7Z;G8A_X;G8B_X;G9A_X;G9B_X;G10A_X;G10B_X;G10C_X;G11;G12A_X;G12B_X;INSE;INSE_RecF;EstratoGeografico;wcal0;codseghogar;codloc;codseg
1806;1;1;2;1;1;2;2;2;2;2; ;1;1;2; ;2;1;9;9; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;1;2;2; ;306; ;2;1;8;4; ;4; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;3; ;4; ;11;99;99; ;99;99; ;4;1;99;30;M-;Montevideo Medio Bajo;481,6230847;113152;1020;113152
1808;1;1;1;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;1;1;1;1;2;1; ;195; ;1;5;7;4; ;3; ;4; ;2; ;2; ;3; ;3; ;4; ;3; ;2; ;4; ;4; ;3; ;11;99;5;99;1;5;7;4;1;25;29;B+;Montevideo Medio;638,6878501;113021;1020;113021
1810;1;1;2;1;2;2;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;3;1;1;2;1; ;185; ;1;2;4;3; ;3; ;3; ;2; ;1; ;2; ;1; ;2; ;2; ;3; ;3; ;1; ;1; ;12;99;11;99;2;5;7;4;4;10;52;A-;Montevideo Medio Bajo;553,3532505;113024;1020;113024
1811;1;2;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;2;1;1;2;2; ;185; ;1;2;8;3; ;3; ;4; ;2; ;3; ;4; ;3; ;4; ;3; ;4; ;2; ;4; ;2; ;1;8;1;8;1;3;5;1;16;99;36;M-;Montevideo Medio Bajo;651,4480994;113024;1020;113024
1812;1;2;2;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;1;1;1;1;2;1; ;124; ;4;3;7;4; ;3; ;4; ;2; ;4; ;4; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;12;99;11;5;2;4;5;4;10;3;15;B-;Montevideo Medio Bajo;816,4872709;113024;1020;113024
1813;1;1;2;1;2;1;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;4;4;1;2;1;1;2;1; ;183; ;2;4;9;4; ;4; ;3; ;2; ;3; ;3; ;3; ;4; ;4; ;3; ;2; ;4; ;4; ;4;8;11;99;1;3;99;3;2;6;54;A-;Montevideo Medio;601,6022642;121043;1020;121043
1814;1;1;2;1;2;1;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;2;1;1;1;1;1;1;2;1; ;183; ;13;12;1;3; ;3; ;1; ;3; ;3; ;3; ;3; ;3; ;2; ;3; ;3; ;4; ;3; ;4;9;4;9;1;2;3;3;10;11;64;A+;Montevideo Medio;488,1937422;121043;1020;121043
1815;2;1;2;1;2;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;1; ;188; ;2;7;10;3; ;2; ;3; ;2; ;2; ;3; ;2; ;3; ;2; ;2; ;4; ;4; ;1; ;12;99;9;8;7;99; ;4;3;11;59;A-;Montevideo Bajo;390,0821925;102001;1020;102001
1816;3;1;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;3; ;125; ;9;8;1;5; ;4; ;4; ;4; ;4; ;5; ;4; ;4; ;4; ;4; ;5; ;5; ;1; ;12;99;3;99;6;99; ;4;12;99;41;M;Montevideo Bajo;346,2904227;102202;1020;102202
1817;1;1;2;1;1;1;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;4;4;2;2;2;1;2;3; ;125; ;1;5;8;4; ;3; ;3; ;2; ;1; ;2; ;3; ;2; ;2; ;3; ;4; ;4; ;4; ;9;99;9;99;3;99; ;4;1;99;57;A-;Montevideo Medio Alto;641,8477904;108003;1020;108003
1818;4;1;2;1;1;1;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;4;4;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;5;4;1;25;53;A-;Montevideo Medio Alto;701,0832768;105106;1020;105106
1819;1;1;2;1;1;2;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;4;1;1;1;1;2;1;2;2; ;157; ;1;7;8;4; ;4; ;3; ;3; ;3; ;4; ;4; ;4; ;3; ;3; ;3; ;4; ;4; ;1;4;1;4;1;7;8;4;1;10;57;A-;Montevideo Medio Alto;477,4637118;108004;1020;108004
1820;2;1;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;1;1;1;CA1;700;1;4;10;5;2;5;5;4;4;4;3;4;2;4;4;4;4;2;2;4;3;4;2;4;2;4;3;3;4;1;99;1;99;16;11;99;4;5;25;49;M+;Montevideo Bajo;417,8584721;103101;1020;103101
1821;1;1;2;1;1;1;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;3;3;2;2;2;1;2;1; ;137; ;13;1;9;4; ;3; ;3; ;2; ;2; ;3; ;4; ;4; ;1; ;3; ;4; ;2; ;3; ;9;99;9;99;3;99; ;4;5;4;65;A+;Montevideo Medio Alto;626,2313559;105106;1020;105106
1822;3;1;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;20;23;4;12;99;52;A-;Montevideo Medio Alto;788,6538772;101205;1020;101205
1823;3;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;1;1;1;1;1;1;2;2; ;103; ;1;2;6;4; ;3; ;4; ;3; ;2; ;4; ;2; ;3; ;2; ;4; ;4; ;3; ;2; ;12;99;14;99;1;4;6;4;1;3;62;A+;Montevideo Medio Alto;787,657561;101205;1020;101205
1824;1;1;2;1;1;2;1;1;1;1;2;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;3;3;1;1;9;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;49;M+;Montevideo Medio Alto;599,9597207;105106;1020;105106
1825;3;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;11;23;4;1;9;49;M+;Montevideo Medio Alto;652,8091902;115106;1020;115106
1826;3;1;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;2;2; ;60; ;1;7;5;3; ;4; ;3; ;3; ;3; ;3; ;4; ;2; ;2; ;3; ;3; ;2; ;3; ;12;99;6;99;11;99; ;4;3;10;44;M+;Montevideo Medio Alto;567,1934467;115207;1020;115207
1827;3;1;2;2;2;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;2;1;1;1;1;3;137;88888;2;4;8;4;3;3;3;4;2;2;2;3;4;3;4;2;2;2;3;1;3;2;3;3;3;3;3;3;3;4;1;4;99;2;4;5;4;1;11;48;M+;Montevideo Medio Alto;923,5482526;115104;1020;115104
1828;3;2;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;1;1;1;3;187;214;2;4;7;2;4;2;4;1;4;1;1;1;2;3;4;3;2;2;4;1;2;3;3;4;4;4;3;3;3;4;9;4;9;7;12;99;4;1;10;57;A-;Montevideo Medio Alto;609,8753269;115305;1020;115305
1830;1;1;2;1;2;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;1;1;3;1;121;88888;7;2;11;3;4;4;4;4;5;2;3;2;4;4;4;4;3;3;4;4;4;3;4;4;2;4;4;4;3;1;99;12;9;3;5;99;4;1;6;58;A-;Montevideo Medio Alto;623,8419375;115107;1020;115107
1831;1;1;2;1;1;2;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2; ;187; ;1;8;7;1; ;1; ;3; ;2; ;1; ;2; ;2; ;1; ;3; ;4; ;4; ;4; ;2; ;4;6;4;12;11;99; ;4;3;11;49;M+;Montevideo Medio Alto;568,615875;115207;1020;115207
1832;3;2;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;1; ;60; ;1;4;5;4; ;3; ;4; ;3; ;3; ;3; ;4; ;3; ;3; ;4; ;4; ;4; ;4; ;4;9;6;9;7;13; ;4;7;25;43;M;Montevideo Medio Alto;569,3351232;115207;1020;115207
1833;3;2;2;1;1;1;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;1;2;2; ;99999; ;4;1;5;2; ;4; ;2; ;1; ;1; ;3; ;2; ;2; ;2; ;2; ;4; ;4; ;2; ;4;1;15;99;4;5;7;4;9;10;50;M+;Montevideo Medio Alto;518,2909329;115305;1020;115305
1834;3;1;2;1;1;1;1;1;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;1;2;3; ;121; ;4;1;8;3; ;4; ;4; ;1; ;1; ;4; ;3; ;4; ;3; ;4; ;2; ;4; ;4; ;12;6;1;6;3;5;7;4;1;10;59;A-;Montevideo Medio Alto;581,6376126;115207;1020;115207
1835;2;2;2;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;3; ;195; ;2;1;4;4; ;4; ;4; ;4; ;5; ;5; ;5; ;4; ;4; ;4; ;4; ;3; ;4; ;12;99;3;99;11;99; ;4;1;99;42;M;Montevideo Medio;591,8171995;121125;1020;121125
1836;2;2;1;1;1;2;1;1;1;2; ;1;1;1;1;1;1;2;1; ; ; ; ; ; ; ; ;1;2;1;1;1;1;3;1;2;2; ;582; ;3;2;6;3; ;4; ;2; ;4; ;3; ;4; ;3; ;4; ;2; ;2; ;4; ;4; ;4; ;12;99;12;99;4;6;99;4;1;3;49;M+;Montevideo Medio Alto;572,9564542;109022;1020;109022
1837;1;2;2;1;2;2;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;3;3;1;2;1;1;1;1;2;526;711;9;4;1;2;4;2;4;2;3;3;4;2;2;3;4;4;4;3;3;2;1;4;3;4;2;2;2;1;1;9;1;4;9;9;99; ;2;11;10;38;M;Montevideo Medio Alto;687,9842531;121125;1020;121125
1838;1;1;2;1;1;2;1;1;1;2; ;2; ;1;1;1;2;9;9; ; ; ; ; ; ; ; ;1;2;2;2;1;2;1;1;2;1; ;147; ;1;2;7;5; ;5; ;4; ;2; ;3; ;4; ;4; ;4; ;4; ;4; ;5; ;5; ;4; ;4;9;4;9;99;99; ;4;1;25;57;A-;Montevideo Medio Alto;509,2780613;121026;1020;121026
1839;2;2;2;1;1;2;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;9;25;38;M;Montevideo Medio;634,7601675;121125;1020;121125
1840;1;2;2;1;1;2;1;1;1;1;1;1;1;2; ;2;1;9;9; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;1;2;1; ;G; ;4;1;3;1; ;1; ;4; ;2; ;1; ;4; ;1; ;4; ;2; ;2; ;4; ;4; ;4; ;1;9;1;9;5;99; ;4;2;24;48;M+;Montevideo Medio;697,2748995;121016;1020;121016
1842;1;1;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2; ;110; ;5;6;8;1; ;3; ;3; ;3; ;3; ;4; ;4; ;1; ;3; ;3; ;2; ;3; ;3; ;12;99;12;99;11;99; ;4;1;99;51;A-;Montevideo Medio;484,8265598;110225;1020;110225
1843;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;3;4;1;99;71;A+;Montevideo Medio Alto;462,9800558;123108;1020;123108
1844;3;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;12;12;61;A+;Montevideo Medio Alto;429,1051064;119106;1020;119106
1845;1;2;2;1;1;2;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;1; ;187; ;4;8;2;3; ;2; ;3; ;1; ;1; ;4; ;3; ;3; ;2; ;1; ;5; ;5; ;5; ;6;4;5;11;3;99; ;1;22;6;51;A-;Montevideo Medio Alto;520,8695038;123207;1020;123207
1846;1;1;2;1;3;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;2;2;2;2;2;4;1;2;3; ;103; ;1;7;10;5; ;3; ;9; ;2; ;1; ;3; ;3; ;3; ;3; ;2; ;4; ;5; ;1; ;1;7;1;7;4;6;9;4;10;3;78;A+;Montevideo Medio Alto;462,9800558;123107;1020;123107
1847;1;1;2;1;1;2;1;1;1;2; ;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;2; ;4;4;1;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;11;4;1;99;48;M+;Montevideo Medio Alto;638,2271016;123108;1020;123108
1848;4;1;2;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;1; ;188; ;1;2;4;4; ;3; ;4; ;2; ;1; ;3; ;3; ;3; ;3; ;3; ;3; ;5; ;5; ;6;5;3;5;5;99; ;4;1;99;59;A-;Montevideo Medio Alto;504,9299543;119016;1020;119016
1849;3;2;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;1;3;1;1;2;1; ;103; ;1;6;5;4; ;4; ;2; ;2; ;2; ;1; ;1; ;2; ;2; ;1; ;3; ;5; ;3; ;9;4;9;5;5;99; ;4;16;99;59;A-;Montevideo Medio Alto;545,4798747;123109;1020;123109
1850;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;9;9; ; ; ; ; ; ;1;1;3;3;1;3;1;1;2;1; ;99999; ;1;3;8;4; ;3; ;3; ;2; ;1; ;1; ;3; ;2; ;1; ;2; ;4; ;4; ;3; ;9;6;9;6;6;99; ;4;3;99;64;A+;Montevideo Medio Alto;647,2101198;123101;1020;123101
1851;1;1;2;1;2;1;1;1;1;1;1;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;2;2;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;11;99;4;9;99;62;A+;Las Piedras, La Paz, Progreso y Otras;286,0099564;304018;3221;304018
1855;1;1;2;1;2;1;2;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;9;10;56;A-;Las Piedras, La Paz, Progreso y Otras;293,2934948;304015;3221;304015
1856;1;1;2;1;3;1;1;1;1;1;2;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;2;2;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;4;25; ;64;A+;Montevideo Medio Alto;965,2088659;115104;1020;115104
1857;1;2;2;1;1;2;2;2;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;1;25;48;M+;Montevideo Medio;585,8324906;120020;1020;120020
1858;1;1;1;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;1;5;9;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;27;B+;Zona II - Cuenca Noreste      Bajo;205,199358;117141;1020;117141
1859;1;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;1;2;1;2;1; ;102; ;9;3;1;3; ;3; ;3; ;1; ;2; ;4; ;2; ;4; ;2; ;3; ;4; ;5; ;1; ;1;9;1;9;10;99; ;4;9;99;45;M+;Montevideo Medio Bajo;734,4866086;111015;1020;111015
1860;1;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;2; ;102; ;1;4;9;1; ;1; ;3; ;1; ;2; ;3; ;3; ;3; ;3; ;3; ;1; ;2; ;1; ;6;5;6;5;1;99; ;4;1;8;34;M-;Montevideo Medio Bajo;529,7853932;111015;1020;111015
1864;1;1;2;1;1;2;2;2;1;2; ;2; ;1;3;1;2;1;2;1;2; ; ; ; ; ; ;1;5;1;1;1;1;1;1;2;2; ;106; ;1;4;7;4; ;3; ;3; ;4; ;4; ;3; ;3; ;3; ;2; ;3; ;4; ;4; ;3; ;5;6;5;6;1; ; ;4;1;9;53;A-;Montevideo Medio Bajo;602,8784399;111230;1020;111230
1865;1;1;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;1;1;1;2;2; ;102; ;1;2;9;1; ;1; ;3; ;1; ;1; ;1; ;1; ;1; ;1; ;3; ;1; ;1; ;1; ;6;3;6;3;3;99; ;4;9;1;31;M-;Montevideo Medio Bajo;542,5905959;111015;1020;111015
1866;1;1;2;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;1;2;4;1;2;2; ;106; ;1;4;9;3; ;2; ;3; ;1; ;3; ;4; ;1; ;1; ;1; ;4; ;4; ;4; ;1; ;4;9;4;9;5;99; ;4;1;99;39;M;Montevideo Medio Bajo;954,8560026;111114;1020;111114
1867;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;3;3;3;1;3;2;1;2;3; ;110; ;1;6;11;3; ;3; ;3; ;1; ;3; ;3; ;3; ;3; ;3; ;3; ;5; ;5; ;3; ;6;99;6;99;4;5;99;4;9;1;57;A-;Montevideo Medio Bajo;630,5660112;111230;1020;111230
1868;3;1;2;1;4;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;1;99;78;A+;Montevideo Alto;589,4055481;118213;1020;118213
1869;3;2;2;1;1;1;1;2;2;1;1;2; ;1;1;1;3;9;9; ; ; ; ; ; ; ; ;2; ;1;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;7;3;99; ;68;A+;Montevideo Alto;481,7864578;118213;1020;118213
1870;3;1;2;1;1;2;1;1;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;1; ;D1; ;1;2;3;4; ;3; ;4; ;2; ;3; ;5; ;2; ;5; ;4; ;4; ;4; ;5; ;2; ;1;99;1;99;1;4;6;4;1;9;55;A-;Montevideo Alto;549,5309232;118213;1020;118213
1871;3;2;2;1;2;2;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;1;9;55;A-;Montevideo Alto;549,5309232;118207;1020;118207
1872;1;1;2;1;2;1;1;1;1;1;2;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;4;4;1;2;2;1;2;2; ;110; ;5;6;1;3; ;2; ;2; ;1; ;1; ;2; ;2; ;3; ;1; ;2; ;4; ;4; ;1; ;12;99;11;99;3;5;10;4;10;11;59;A-;Montevideo Medio Alto;641,86868;110040;1020;110040
1873;3;1;2;1;2;2;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;4;4;1;2;1;1;2;1; ;121; ;1;7;8;4; ;3; ;4; ;3; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;3; ;3; ;12;99;11;99;4;6;99;4;3;4;57;A-;Montevideo Alto;811,4806759;118207;1020;118207
1874;3;2;2;1;2;2;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;2;2;2;1;1;1;2;1; ;121; ;1;2;12;4; ;4; ;2; ;2; ;3; ;4; ;4; ;4; ;3; ;4; ;4; ;4; ;2; ;12;99;9;99;4;5;6;4;3;10;64;A+;Montevideo Alto;675,8048439;118207;1020;118207
1875;3;2;2;1;1;1;1;1;1;1;1;2; ;1;2;1;1;1;2;9;9; ; ; ; ; ; ;1;1;3;3;1;2;2;1;2;3; ;21; ;1;2;4;3; ;3; ;4; ;3; ;2; ;4; ;4; ;2; ;3; ;4; ;4; ;4; ;3; ;4;99;1;99;1;2;7;4;6;10;58;A-;Montevideo Medio Alto;601,2786926;110136;1020;110136
1876;1;1;2;1;1;2;1;1;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;1;2;1;1;2;1; ;110; ;10;1;4;4; ;5; ;3; ;1; ;2; ;3; ;3; ;4; ;2; ;1; ;4; ;4; ;1; ;4;6;4;6;23;99; ;4;2;99;25;B+;Montevideo Medio Bajo;913,6422425;111230;1020;111230
1879;3;9;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;11;4;1;11; ; ;Montevideo Alto;602,8892017;118213;1020;118213
1880;3;1;2;1;2;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;2;1;1;2;1; ;192; ;1;2;4;2; ;2; ;2; ;2; ;2; ;4; ;3; ;4; ;2; ;2; ;4; ;2; ;2; ;6;99;11;99;1;5;6;4;1;99;55;A-;Montevideo Alto;574,7684763;118207;1020;118207
1881;1;1;2;1;1;1;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;3;1;1;2;1; ;163; ;1;8;3;2; ;4; ;2; ;3; ;2; ;4; ;4; ;4; ;2; ;2; ;4; ;4; ;4; ;4;99;4;99;99; ; ;4;1;99;42;M;Zona III - Cuenca Cerro Norte NoBajo;104,0701939;113132;1020;113132
1882;3;1;2;1;2;2;2;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;2;2;2;2;1;1;2;2; ;121; ;2;10;6;2; ;2; ;3; ;2; ;2; ;4; ;3; ;4; ;4; ;2; ;4; ;3; ;2; ;12;99;12;99;5;7;99;4;1;8;62;A+;Montevideo Alto;588,6609447;118213;1020;118213
1883;3;2;2;1;2;2;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;1;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99;4;1;3;70;A+;Montevideo Medio Alto;520,8695038;110040;1020;110040
1885;2;2;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;23;99;4;1;99;58;A-;Montevideo Medio;495,6727793;115103;1020;115103
1886;2;1;2;1;2;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;2;1;2;3; ;188; ;13;1;2;4; ;4; ;4; ;4; ;2; ;4; ;1; ;4; ;2; ;9; ;1; ;4; ;3; ;12;99;12;99;1;2;9;4;3;25;47;M+;Montevideo Medio Alto;504,9299543;119016;1020;119016
1893;1;1;2;1;3;1;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;2;2;2;1;2;2; ;D11; ;3;1;8;4; ;4; ;2; ;2; ;1; ;3; ;1; ;1; ;2; ;2; ;2; ;1; ;1; ;6;9;6;9;1;2;4;4;9;99;70;A+;Montevideo Alto;637,824849;110246;1020;110246
1894;1;1;2;1;3;1;1;1;1;2; ;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;6;6;3;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99;99;99;4;1;99;69;A+;Montevideo Alto;852,5128487;110071;1020;110071
