NFORM;nnper;IDPER;SEXO;EDAD;PARENTESCO;E3;E4;E4A;E5;E6;E7;E7OB;E8;E9;E10;E11;E12;E14;E15;E16;E17;E19;E20;E200B;Form_Op_Hab;codsegtrabprinc;codsegpresentrab;codsegcomenzodia;INSE;INSE_RecF;EstratoGeografico;wcal0
2542;2;254202;2;70;2;2;5; ;5;1;3; ;2;1;3; ; ; ;3;9;1;1; ; ;0; ; ; ;53;A-;La Floresta, Atlántida y Otras;78,69823258
2543;1;254301;1;52;1;2;3; ;1;2;2; ;1; ; ;40;3;2;3; ;1;2;11;se estan mudando areglando co;0; ; ; ;22;B+;La Floresta, Atlántida y Otras;95,80319985
2543;2;254302;2;38;2;2;3; ;4;2;2; ;2;1;1; ; ; ;3; ;1;2;11;Se estan mudados arreglando;1; ; ; ;22;B+;La Floresta, Atlántida y Otras;95,80319985
2543;3;254303;2;4;3;1;1; ;1;2;2; ; ; ; ; ; ; ; ; ;1;2;11;Recien mudados, tramite escuel;0; ; ; ;22;B+;La Floresta, Atlántida y Otras;95,80319985
2544;1;254401;2;31;1;2;4;1;1;1;3;MEDICA URUGUAYA;2;2; ;40;2; ;3;3;1;2;3; ;1;337136; ; ;55;A-;La Floresta, Atlántida y Otras;85,46655916
2544;2;254402;1;38;2;2;6; ;1;2;3;ESPAÑOLA;1; ; ;40;2; ;1;5;1;1; ; ;0;122201; ; ;55;A-;La Floresta, Atlántida y Otras;85,46655916
2545;1;254501;1;69;1;2;4;3;3;1;1; ;2;1;4; ; ; ;3; ;1;2;4; ;1; ; ; ;51;A-;Pando;134,1920766
2545;2;254502;2;66;2;2;2; ;6;1;1; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;51;A-;Pando;134,1920766
2546;1;254601;2;67;1;2;2; ;6;1;2; ;2;1;4; ; ; ;3;1;1;2;4; ;1; ; ; ;37;M;Pando;130,3336038
2546;2;254602;1;38;4;2;2; ;6;1;3; ;1; ; ;45;2; ;1;5;1;1; ; ;0;199039; ; ;37;M;Pando;130,3336038
2549;1;254901;2;27;1;2;2; ;6;1;2; ;2;1;3; ; ; ;3;1;1;1; ; ;1; ; ; ;16;B-;La Floresta, Atlántida y Otras;89,40035231
2549;2;254902;1;34;2;2;2; ;6;1;2; ;1; ; ;40;2; ;1;5;1;1; ; ;0;308046; ; ;16;B-;La Floresta, Atlántida y Otras;89,40035231
2549;3;254903;1;9;3;1;2; ;2;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;16;B-;La Floresta, Atlántida y Otras;89,40035231
2549;4;254904;2;6;3;1;2; ;1;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;16;B-;La Floresta, Atlántida y Otras;89,40035231
2549;5;254905;2;2;3;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;16;B-;La Floresta, Atlántida y Otras;89,40035231
2550;1;255001;2;22;1;1;2; ;3;2;3; ;2;1;7; ; ; ;3; ;1;1; ; ;1; ; ; ;29;B+;La Floresta, Atlántida y Otras;134,664089
2550;2;255002;1;4;4;1;1; ;1;2;3; ; ; ; ; ; ; ; ; ;1;2;10; ;0; ; ; ;29;B+;La Floresta, Atlántida y Otras;134,664089
2550;3;255003;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;29;B+;La Floresta, Atlántida y Otras;134,664089
2552;1;255201;1;52;1;2;3; ;4;2;3; ;1; ; ;40;2; ;1;2;1;1; ; ;1;327008; ; ;58;A-;Pando;155,0349199
2552;2;255202;2;49;2;2;6; ;6;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;0;327006; ; ;58;A-;Pando;155,0349199
2552;3;255203;1;23;3;2;3; ;6;1;3; ;1; ; ;12;2; ;1;3;1;1; ; ;0;327008; ; ;58;A-;Pando;155,0349199
2552;4;255204;2;22;3;1;6; ;3;2;3; ;1; ; ;12;2; ;1;3;1;1; ; ;0;327008; ; ;58;A-;Pando;155,0349199
2554;1;255401;2;28;1;2;6; ;2;2;3; ;1; ; ;48;2; ;1;3;2;1; ; ;0;102001; ;102001;41;M;Pando;220,6669349
2554;2;255402;1;34;2;2;3; ;5;2;3; ;1; ; ;44;2; ;1;3;1;1; ; ;1;105102; ; ;41;M;Pando;220,6669349
2554;3;255403;2;2;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;41;M;Pando;220,6669349
2555;1;255501;2;40;2;2;3; ;6;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;0;327013; ; ;42;M;Pando;147,11129
2555;2;255502;1;36;1;2;3; ;2;2;3; ;1; ; ;44;2; ;1;3;1;2;7; ;1;308007; ; ;42;M;Pando;147,11129
2555;3;255503;2;3;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;42;M;Pando;147,11129
2556;1;255601;2;64;1;2;3; ;4;2;2; ;1; ; ;12;2; ;3;3;1;1; ; ;1;317175; ; ;29;B+;Pando;122,8400524
2556;2;255602;1;22;4;1;3; ;5;2;3; ;1; ; ;44;2; ;1;5;1;1; ; ;0;327009; ; ;29;B+;Pando;122,8400524
2558;1;255801;2;46;2;2;2; ;6;1;3; ;2;1;3; ; ; ;3;3;1;2;11;CUMPLEAÑOS DE UN INTEGRANTE;0; ; ; ;36;M-;Pando;185,9248393
2558;2;255802;1;47;1;2;2; ;6;1;3; ;1; ; ;60;2; ;1;5;1;1; ; ;0;327122; ; ;36;M-;Pando;185,9248393
2558;3;255803;2;20;3;1;5; ;1;2;3; ;1; ; ;48;2; ;1;3;1;2;11;DIA LIBRE;0;317247; ; ;36;M-;Pando;185,9248393
2558;4;255804;1;18;3;1;3; ;5;2;3; ;2;1;2; ; ; ;3;3;1;2;3; ;0; ; ; ;36;M-;Pando;185,9248393
2558;5;255805;1;15;3;1;3; ;3;2;3; ;2;1;2; ; ; ; ; ;1;2;3; ;1; ; ; ;36;M-;Pando;185,9248393
2558;6;255806;1;12;3;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;36;M-;Pando;185,9248393
2559;1;255901;1;74;1;2;4;2;4;1;3; ;2;1;4; ; ; ;3; ;1;2;10; ;1; ; ; ;48;M+;Pando;114,5296437
2560;1;256001;2;33;2;2;3; ;6;1;3; ;1; ; ;44;2; ;1;5;1;1; ; ;1;327004; ; ;52;A-;Pando;151,2579304
2560;2;256002;1;39;1;2;4;2;4;1;3; ;1; ; ;98;5;2;1;5;1;1; ; ;0; ; ; ;52;A-;Pando;151,2579304
2560;3;256003;2;6;3;1;2; ;9;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;52;A-;Pando;151,2579304
2561;1;256101;2;35;2;1;5; ;1;2;2; ;1; ; ;44;2; ;3;3;1;1; ; ;1;327008; ; ;34;M-;Pando;162,2333878
2561;2;256102;1;47;1;2;6; ;1;2;2; ;1; ; ;60;2; ;1;5;1;1; ; ;0;327079; ; ;34;M-;Pando;162,2333878
2561;3;256103;2;17;5;1;3; ;5;2;3; ;2;1;2; ; ; ; ; ;1;2;3; ;0; ; ; ;34;M-;Pando;162,2333878
2561;4;256104;2;11;5;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;34;M-;Pando;162,2333878
2562;1;256201;2;35;1;2;5; ;3;1;3; ;1; ; ;20;2; ;3;3;1;2;3; ;0;327122; ; ;45;M+;Pando;162,0284363
2562;2;256202;1;37;2;2;3; ;3;2;3; ;1; ; ;40;2; ;1;5;1;1; ; ;1;327312; ; ;45;M+;Pando;162,0284363
2562;3;256203;1;18;5;2;3; ;6;1;3; ;2;1;9; ; ; ;3;3;1;2;10; ;0; ; ; ;45;M+;Pando;162,0284363
2562;4;256204;2;12;5;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;45;M+;Pando;162,0284363
2565;1;256501;1;35;1;2;3; ;6;1;3; ;1; ; ;45;2; ;1;5;1;1; ; ;1;327014; ; ;44;M+;Pando;168,594414
2565;2;256502;2;38;2;2;3; ;3;2;3; ;1; ; ;32;2; ;3;3;1;1; ; ;0;327007; ; ;44;M+;Pando;168,594414
2565;3;256503;1;17;5;1;3; ;2;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;44;M+;Pando;168,594414
2565;4;256504;1;16;5;1;3; ;2;1;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;44;M+;Pando;168,594414
2565;5;256505;1;2;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;44;M+;Pando;168,594414
2566;1;256601;2;21;2;2;3; ;3;2;3; ;2;1;3; ; ; ;3;5;1;2;5; ;1; ; ; ;39;M;Pando;146,9254424
2566;2;256602;1;21;1;2;3; ;3;2;3; ;1; ; ;44;2; ;1;5;1;1; ; ;0;337340; ; ;39;M;Pando;146,9254424
2566;3;256603;1;1;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;39;M;Pando;146,9254424
2567;1;256701;1;73;1;2;2; ;3;2;3; ;2;1;4; ; ; ;3; ;1;2;5; ;1; ; ; ;41;M;Pando;114,5296437
2568;1;256801;2;49;2;2;3; ;3;2;3; ;2;1;3; ; ; ;3;3;1;2;2; ;0; ; ; ;44;M+;Pando;141,1351417
2568;2;256802;1;60;1;2;4;2;3;1;3; ;1; ; ;44;2; ;1;3;1;1; ; ;0;317016; ; ;44;M+;Pando;141,1351417
2568;3;256803;1;26;3;1;6; ;4;2;3; ;2;1;2; ; ; ;3;3;1;2;11;PREPARA LA TESIS EN SU CASA;0; ; ; ;44;M+;Pando;141,1351417
2568;4;256804;2;23;3;1;6; ;4;1;3; ;2;1;2; ; ; ;3;2;1;1; ; ;1; ; ; ;44;M+;Pando;141,1351417
2569;1;256901;2;56;1;2;6; ;5;2;3;CASMU;1; ; ;30;2; ;3; ;1;1; ; ;1;105202; ; ;55;A-;La Floresta, Atlántida y Otras;79,78534602
2571;1;257101;2;35;2;2;2; ;6;1;2; ;1; ; ;8;2; ;3;1;1;1; ; ;1;308014; ; ;23;B+;La Floresta, Atlántida y Otras;79,75454382
2571;2;257102;2;12;3;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;23;B+;La Floresta, Atlántida y Otras;79,75454382
2571;3;257103;1;3;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;23;B+;La Floresta, Atlántida y Otras;79,75454382
2571;4;257104;1;42;1;2;3; ;5;2;1; ;1; ; ;40;5;2;1;4;6;2;11;Fuera de zona;0; ; ; ;23;B+;La Floresta, Atlántida y Otras;79,75454382
2572;1;257201;2;40;1;2;4;3;4;2;3; ;2;1;4; ; ; ;3;2;1;1; ; ;0; ; ; ;39;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;486,5151606
2572;2;257202;2;16;4;1;4;2;4;2;3; ;2;1;2; ; ; ; ; ;1;2;3; ;1; ; ; ;39;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;486,5151606
2572;3;257203;1;13;4;1;3; ;1;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;39;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;486,5151606
2573;1;257301;1;64;1;2;2; ;6;1;1; ;2;1;4; ; ; ;1;5;1;1; ; ;0; ; ; ;54;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;360,8601153
2573;2;257302;1;28;4;2;3; ;4;2;3; ;1; ; ;35;2; ;1;5;1;1; ; ;1;110043; ; ;54;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;360,8601153
2573;3;257303;1;26;4;2;3; ;3;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;0;337030; ; ;54;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;360,8601153
2575;1;257501;2;54;1;2;6; ;3;2;3; ;2;1;2; ; ; ;1;3;1;2;10; ;1; ; ; ;48;M+;La Floresta, Atlántida y Otras;96,17180333
2575;2;257502;1;54;2;2;6; ;8;1;3; ;1; ; ;45;2; ;1;5;1;1; ; ;0;110222; ; ;48;M+;La Floresta, Atlántida y Otras;96,17180333
2575;3;257503;2;23;3;9;9; ;9;9;9; ;9;9;9; ; ; ;9;9;6;2;11;Fuera del país;0; ; ; ;48;M+;La Floresta, Atlántida y Otras;96,17180333
2575;4;257504;2;16;3;1;3; ;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;48;M+;La Floresta, Atlántida y Otras;96,17180333
2576;1;257601;2;44;1;2;6; ;4;1;3; ;1; ; ;25;5;2;1;5;1;2;5; ;1; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;452,8532377
2576;2;257602;1;60;2;2;3; ;6;1;3; ;2;2; ; ;5;2;1;5;1;2;2; ;0; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;452,8532377
2576;3;257603;1;16;3;1;3; ;3;2;3; ;2;1;2; ; ; ; ; ;1;2;3; ;0; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;452,8532377
2576;4;257604;1;14;3;1;3; ;1;2;3; ;2;1;2; ; ; ; ; ;1;2;3; ;0; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;452,8532377
2576;5;257605;1;12;3;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;452,8532377
2577;1;257701;1;67;1;2;2; ;6;1;2; ;2;9;9; ; ; ;1; ;1;2;10; ;0; ; ; ;22;B+;La Floresta, Atlántida y Otras;87,10370988
2577;2;257702;2;26;2;2;3; ;1;2;2; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;22;B+;La Floresta, Atlántida y Otras;87,10370988
2577;3;257703;1;7;3;1;2; ;1;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ;22;B+;La Floresta, Atlántida y Otras;87,10370988
2578;1;257801;2;31;1;2;3; ;2;2;3; ;1; ; ;15;2; ;3; ;1;2;3; ;0;317077; ; ;35;M-;La Floresta, Atlántida y Otras;119,9224839
2578;2;257802;1;39;2;2;3; ;1;2;2; ;1; ; ;70;2; ;3; ;1;1; ; ;1;317162; ; ;35;M-;La Floresta, Atlántida y Otras;119,9224839
2578;3;257803;1;11;4;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;35;M-;La Floresta, Atlántida y Otras;119,9224839
2578;4;257804;1;8;4;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;35;M-;La Floresta, Atlántida y Otras;119,9224839
2578;5;257805;1;1;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;35;M-;La Floresta, Atlántida y Otras;119,9224839
2579;1;257901;1;18;5;2;3; ;2;2;2; ;2;1;1; ; ; ;3;9;1;2;10; ;0; ; ; ;7;B-;La Floresta, Atlántida y Otras;127,688285
2579;2;257902;2;14;5;1;3; ;1;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;7;B-;La Floresta, Atlántida y Otras;127,688285
2579;3;257903;1;11;3;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;7;B-;La Floresta, Atlántida y Otras;127,688285
2579;4;257904;2;9;3;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;7;B-;La Floresta, Atlántida y Otras;127,688285
2579;5;257905;2;40;2;2;4;9;2;2;2; ;2;9;1; ; ; ;3;9;1;2;10; ;1; ; ; ;7;B-;La Floresta, Atlántida y Otras;127,688285
2579;6;257906;1;38;1;2;3; ;3;2;3; ;1; ; ;35;5;9;9;9;1;1; ; ;0; ; ; ;7;B-;La Floresta, Atlántida y Otras;127,688285
2580;1;258001;2;19;1;2;3; ;4;2;2; ;2;1;1; ; ; ;3; ;1;1; ; ;1; ; ; ;14;B-;La Floresta, Atlántida y Otras;92,74427085
2580;2;258002;1;26;2;2;2; ;6;1;3; ;1; ; ;48;2; ;3; ;1;1; ; ;0;122027; ; ;14;B-;La Floresta, Atlántida y Otras;92,74427085
2580;3;258003;2;0;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;14;B-;La Floresta, Atlántida y Otras;92,74427085
2580;4;258004;2;60;7;2;2; ;6;1;2; ;2;1;4; ; ; ;9; ;1;2;10; ;0; ; ; ;14;B-;La Floresta, Atlántida y Otras;92,74427085
2581;1;258101;1;77;1;2;4;1;5;1;3; ;2;1;4;1; ; ;1;5;1;2;11;Pintores en la casa;1; ; ; ;55;A-;La Floresta, Atlántida y Otras;70,82840932
2581;2;258102;2;75;2;2;3; ;2;2;3; ;2;1;4; ; ; ;9;9;6;9;99; ;0; ; ; ;55;A-;La Floresta, Atlántida y Otras;70,82840932
2582;1;258201;2;47;1;2;2; ;6;1;2; ;1; ; ;15;2; ;1; ;1;1; ; ;1;317100; ; ;26;B+;La Floresta, Atlántida y Otras;91,78406747
2582;2;258202;2;19;4;2;3; ;2;2;2; ;2;1;7; ; ; ;3; ;1;1; ; ;0; ; ; ;26;B+;La Floresta, Atlántida y Otras;91,78406747
2582;3;258203;2;17;4;2;3; ;1;2;2; ;2;1;1; ; ; ; ; ;1;1; ; ;0; ; ; ;26;B+;La Floresta, Atlántida y Otras;91,78406747
2583;1;258301;1;58;1;2;2; ;4;2;3; ;1; ; ;60;2; ;1; ;2;2;11;Se quedo en el trabajo;1;309007; ;309007;32;M-;La Floresta, Atlántida y Otras;91,66811551
2583;2;258302;2;54;2;2;2; ;6;1;3; ;2;1;3; ; ; ;3; ;1;2;10; ;0; ; ; ;32;M-;La Floresta, Atlántida y Otras;91,66811551
2583;3;258303;2;30;3;1;3; ;5;2;2; ;2;1;2; ; ; ;3; ;1;1; ; ;0; ; ; ;32;M-;La Floresta, Atlántida y Otras;91,66811551
2584;1;258401;2;60;1;2;5; ;4;1;3; ;1; ; ;40;2; ;3;3;1;2;10; ;1;110222; ; ;51;A-;La Floresta, Atlántida y Otras;70,82840932
2584;2;258402;1;66;2;2;3; ;6;1;3; ;2;1;4; ; ; ;1;5;1;2;10; ;0; ; ; ;51;A-;La Floresta, Atlántida y Otras;70,82840932
2585;1;258501;1;45;1;2;2; ;6;1;2; ;1; ; ;48;1; ;1;5;1;2;8; ;0; ; ; ;31;M-;La Floresta, Atlántida y Otras;105,0439835
2585;2;258502;2;36;2;2;3; ;5;2;2; ;1; ; ;48;1; ;1;5;1;2;8; ;1; ; ; ;31;M-;La Floresta, Atlántida y Otras;105,0439835
2585;3;258503;2;10;3;1;2; ;3;2;2; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;31;M-;La Floresta, Atlántida y Otras;105,0439835
2585;4;258504;2;8;3;1;2; ;2;2;2; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;31;M-;La Floresta, Atlántida y Otras;105,0439835
2586;1;258601;2;36;1;2;3; ;2;2;3; ;1; ; ;50;2; ;1; ;1;1; ; ;1;308014; ; ;29;B+;La Floresta, Atlántida y Otras;99,14529023
2586;2;258602;1;6;4;1;1; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;29;B+;La Floresta, Atlántida y Otras;99,14529023
2586;3;258603;1;3;4;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;29;B+;La Floresta, Atlántida y Otras;99,14529023
2587;1;258701;2;59;1;2;6; ;5;1;2; ;2;1;3; ; ; ;3; ;1;1; ; ;1; ; ; ;24;B+;La Floresta, Atlántida y Otras;77,90240235
2587;2;258702;2;72;13;2;2; ;1;2;2; ;2;1;4; ; ; ;3; ;1;1; ; ;0; ; ; ;24;B+;La Floresta, Atlántida y Otras;77,90240235
2588;1;258801;2;63;1;2;3; ;6;1;3; ;2;1;4; ; ; ;3;5;1;2;10; ;0; ; ; ;53;A-;La Floresta, Atlántida y Otras;70,82840932
2588;2;258802;1;68;2;2;3; ;5;2;3; ;2;1;4; ; ; ;9;9;1;2;10; ;1; ; ; ;53;A-;La Floresta, Atlántida y Otras;70,82840932
2589;1;258901;1;59;1;2;4;1;6;1;3; ;1; ; ;60;2; ;1; ;2;1; ; ;0;123206; ;123206;35;M-;Pando;140,5838057
2589;2;258902;2;55;2;2;3; ;1;2;2; ;2;1;3; ; ; ;1; ;1;2;10; ;1; ; ; ;35;M-;Pando;140,5838057
2589;3;258903;1;25;3;1;4;2;4;2;3; ;1; ; ;40;2; ;1; ;1;1; ; ;0;316001; ; ;35;M-;Pando;140,5838057
2590;1;259001;1;31;1;2;3; ;2;2;3; ;2;2; ;48;2; ;1;5;1;1; ; ;0;316108; ; ;43;M;Pando;179,6674331
2590;2;259002;2;33;2;2;2; ;6;1;3; ;1; ; ;7;2; ;1;3;1;1; ; ;1;124208; ; ;43;M;Pando;179,6674331
2590;3;259003;2;8;3;1;2; ;3;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;43;M;Pando;179,6674331
2590;4;259004;1;0;3;1;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;43;M;Pando;179,6674331
2591;1;259101;2;61;1;2;2; ;6;1;3; ;1; ; ;35;2; ;3; ;1;1; ; ;1;118101; ; ;45;M+;Pando;111,5307842
2592;1;259201;2;35;1;1;4;3;2;1;3; ;1; ; ;48;2; ;1;4;1;1; ; ;1;123202; ; ;45;M+;Pando;153,3641516
2592;2;259202;1;29;2;2;6; ;1;2;3; ;1; ; ;50;2; ;1;5;1;1; ; ;0;199054; ; ;45;M+;Pando;153,3641516
2592;3;259203;1;17;4;1;3; ;5;2;3; ;2;1;2; ; ; ; ; ;1;2;3; ;0; ; ; ;45;M+;Pando;153,3641516
2593;1;259301;2;69;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;45;M+;Pando;133,8369411
2594;1;259401;1;30;1;2;3; ;6;1;3; ;1; ; ;48;2; ;1;5;1;1; ; ;0;110123; ; ;50;M+;Pando;131,2387873
2594;2;259402;2;29;2;2;5; ;3;1;3; ;1; ; ;44;2; ;3;5;1;1; ; ;1;337474; ; ;50;M+;Pando;131,2387873
2595;1;259501;1;53;1;2;3; ;3;2;2; ;1; ; ;48;2; ;3; ;1;1; ; ;1;104001; ; ;20;B-;Pando;160,4850436
2595;2;259502;2;39;2;2;3; ;1;2;2; ;1; ; ;8;1; ;3; ;1;2;8; ;0; ; ; ;20;B-;Pando;160,4850436
2595;3;259503;2;8;3;1;2; ;2;2;2; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;20;B-;Pando;160,4850436
2596;1;259601;1;58;1;2;2; ;6;1;3; ;2;2; ;44;2; ;1;2;1;2;3; ;1;199040; ; ;41;M;Pando;143,2767522
2596;2;259602;1;63;9;2;2; ;5;2;3; ;1; ; ;48;3;2;1;5;1;1; ; ;0; ; ; ;41;M;Pando;143,2767522
2596;3;259603;2;37;2;2;3; ;1;2;3; ;2;1;3; ; ; ;1;1;1;2;11;cumpleaños del hijo;0; ; ; ;41;M;Pando;143,2767522
2596;4;259604;1;8;3;1;2; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;41;M;Pando;143,2767522
2597;1;259701;1;32;1;2;3; ;2;2;3; ;1; ; ;30;1; ;1;5;1;2;8; ;0; ; ; ;55;A-;Pando;161,9256335
2597;2;259702;2;26;2;2;9; ;6;1;3; ;1; ; ;45;2; ;1;3;1;1; ; ;1;110005; ; ;55;A-;Pando;161,9256335
2599;1;259901;1;39;1;2;3; ;2;2;3; ;1; ; ;46;2; ;1;4;1;1; ; ;1;316208; ; ;51;A-;Pando;146,8322221
2601;1;260101;1;38;1;2;2; ;6;1;3; ;1; ; ;40;5;2;1;5;1;1; ; ;1; ; ; ;30;M-;Zona I - Casavalle            Bajo;332,6086392
2601;2;260102;2;42;2;2;3; ;2;2;3; ;1; ; ;5;1; ;3;3;1;1; ; ;0; ; ; ;30;M-;Zona I - Casavalle            Bajo;332,6086392
2601;3;260103;2;7;3;1;2; ;1;2;3; ; ; ; ; ; ; ; ; ;1;2;7; ;0; ; ; ;30;M-;Zona I - Casavalle            Bajo;332,6086392
2601;4;260104;1;2;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;30;M-;Zona I - Casavalle            Bajo;332,6086392
2602;1;260201;1;24;1;2;4;3;3;2;2; ;1; ; ;66;2; ;1;5;1;1; ; ;1;117012; ; ;21;B-;Zona I - Casavalle            Bajo;332,6086392
2602;2;260202;2;23;2;2;2; ;6;1;2; ;1; ; ;48;2; ;3;1;1;1; ; ;0;117012; ; ;21;B-;Zona I - Casavalle            Bajo;332,6086392
2602;3;260203;2;3;3;1;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;21;B-;Zona I - Casavalle            Bajo;332,6086392
2602;4;260204;1;5;3;1;1; ;4;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;21;B-;Zona I - Casavalle            Bajo;332,6086392
2603;1;260301;2;37;2;2;3; ;3;2;3; ;1; ; ;8;2; ;3; ;1;1; ; ;1;118223; ; ;28;B+;Zona I - Casavalle            NoBajo;105,8630579
2603;2;260302;1;44;1;2;4;2;2;2;3; ;1; ; ;70;4; ;2; ;1;1; ; ;0; ; ; ;28;B+;Zona I - Casavalle            NoBajo;105,8630579
2603;3;260303;1;14;3;1;3; ;2;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Zona I - Casavalle            NoBajo;105,8630579
2603;4;260304;1;12;3;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Zona I - Casavalle            NoBajo;105,8630579
2604;1;260401;1;44;1;2;2; ;5;2;1; ;1; ; ;45;2; ;3; ;1;1; ; ;0;316119; ; ;21;B-;Toledo, Suarez y Otras;115,881983
2604;2;260402;2;37;2;2;3; ;2;2;1; ;2;1;3; ; ; ;2; ;1;1; ; ;1; ; ; ;21;B-;Toledo, Suarez y Otras;115,881983
2604;3;260403;1;14;3;1;3; ;1;2;2; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;21;B-;Toledo, Suarez y Otras;115,881983
2604;4;260404;2;12;3;1;2; ;4;2;1; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;21;B-;Toledo, Suarez y Otras;115,881983
2604;5;260405;1;6;3;1;1; ;2;2;1; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;21;B-;Toledo, Suarez y Otras;115,881983
2607;1;260701;1;65;1;2;6; ;3;2;3; ;2;1;4; ; ; ;1;5;6;2;11;en prision solo salidas transi;1; ; ; ;54;A-;Zona I - Casavalle            NoBajo;65,71580427
2608;1;260801;2;75;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;11;no preciso salir;1; ; ; ;46;M+;Zona I - Casavalle            NoBajo;65,79892888
2609;1;260901;2;24;2;2;4;1;5;1;3; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;28;B+;Zona I - Casavalle            NoBajo;97,16388473
