NFORM;nnper;IDPER;SEXO;EDAD;PARENTESCO;E3;E4;E4A;E5;E6;E7;E7OB;E8;E9;E10;E11;E12;E14;E15;E16;E17;E19;E20;E200B;Form_Op_Hab;codsegtrabprinc;codsegpresentrab;codsegcomenzodia;INSE;INSE_RecF;EstratoGeografico;wcal0
1553;2;155302;2;61;2;2;3; ;3;1;1; ;1; ; ;20;2; ;3; ;1;2;7; ;0;102003; ; ;40;M;Montevideo Medio;671,4720428
1554;1;155401;2;54;1;2;3; ;6;1;3; ;2;1;3; ; ; ;3;9;1;1; ; ;1; ; ; ;57;A-;Montevideo Alto;538,8629728
1554;2;155402;1;57;2;2;6; ;5;1;3; ;1; ; ;40;5;2;1;5;1;1; ; ;0; ; ; ;57;A-;Montevideo Alto;538,8629728
1555;1;155501;2;33;1;1;4;1;1;2;1; ;1; ; ;30;2; ;3; ;1;1; ; ;0;123212; ; ;43;M;Montevideo Medio Alto;826,2316183
1555;2;155502;2;23;9;1;6; ;3;2;2; ;1; ; ;20;2; ;3; ;1;1; ; ;0;117319; ; ;43;M;Montevideo Medio Alto;826,2316183
1555;3;155503;1;28;9;2;3; ;4;2;3; ;1; ; ;44;2; ;1; ;1;1; ; ;0;115312; ; ;43;M;Montevideo Medio Alto;826,2316183
1555;4;155504;1;27;13;1;4;1;1;2;3; ;1; ; ;30;2; ;3; ;1;1; ; ;0;114004; ; ;43;M;Montevideo Medio Alto;826,2316183
1555;5;155505;2;20;13;1;6; ;1;2;3; ;2;1;2; ; ; ;3;1;1;1; ; ;1; ; ; ;43;M;Montevideo Medio Alto;826,2316183
1557;1;155701;2;21;1;1;6; ;2;2;2; ;1; ; ;16;2; ;3; ;1;1; ; ;1;115109; ; ;32;M-;Montevideo Medio Alto;526,4672509
1557;2;155702;1;25;2;2;3; ;6;1;2; ;2;1;1; ; ; ;9; ;6;2;11;ESTÁ EN DPTO DE SORIANO;0; ; ; ;32;M-;Montevideo Medio Alto;526,4672509
1558;1;155801;2;58;1;2;6; ;5;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;1;101105; ; ;69;A+;Montevideo Alto;701,5276566
1558;2;155802;1;60;2;2;6; ;5;1;3; ;1; ; ;40;1; ;1;5;1;2;8; ;0; ; ; ;69;A+;Montevideo Alto;701,5276566
1558;3;155803;2;26;3;2;6; ;4;1;3; ;1; ; ;40;2; ;1;2;1;1; ; ;0;124108; ; ;69;A+;Montevideo Alto;701,5276566
1559;1;155901;1;81;1;2;3; ;2;2;3; ;2;1;4; ; ; ;1;5;1;1; ; ;1; ; ; ;66;A+;Montevideo Alto;457,1899429
1560;1;156001;1;69;1;2;3; ;4;2;3; ;2;1;4; ; ; ;2; ;1;2;10; ;1; ; ; ;54;A-;Montevideo Medio;443,8628997
1561;1;156101;1;78;99;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;10; ;1; ; ; ;42;M;Montevideo Medio Alto;565,8645126
1561;2;156102;2;73;99;2;3; ;2;2;2; ;2;1;4; ; ; ;3; ;1;2;10; ;0; ; ; ;42;M;Montevideo Medio Alto;565,8645126
1564;1;156401;1;78;1;2;2; ;6;1;2; ;1; ; ;30;5;2;3; ;1;1; ; ;0; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665
1564;2;156402;2;22;4;2;2; ;6;1;2; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665
1564;3;156403;1;20;6;2;2; ;6;1;2; ;1; ; ;24;5;2;3; ;1;1; ; ;1; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665
1564;4;156404;2;4;11;1;1; ;9;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665
1564;5;156405;2;2;11;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665
1565;1;156501;1;28;1;2;3; ;1;2;3; ;1; ; ;36;1; ;3; ;1;1; ; ;1; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931
1565;2;156502;2;29;2;2;4;3;1;2;2; ;1; ; ;6;2; ;3; ;1;1; ; ;0;110043; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931
1565;3;156503;1;5;3;2;1; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931
1565;4;156504;1;4;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ;1;2;10; ;0; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931
1567;1;156701;1;61;1;2;3; ;2;2;3; ;1; ; ;40;2; ;1;5;1;1; ; ;0;122225; ; ;61;A+;Montevideo Medio Alto;559,0825962
1567;2;156702;2;50;2;2;3; ;6;1;3; ;1; ; ;20;2; ;3;1;1;1; ; ;1;122225; ; ;61;A+;Montevideo Medio Alto;559,0825962
1567;3;156703;1;17;3;1;3; ;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;61;A+;Montevideo Medio Alto;559,0825962
1567;4;156704;1;13;3;1;3; ;9;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;61;A+;Montevideo Medio Alto;559,0825962
1568;1;156801;2;78;1;2;6; ;1;2;3; ;2;1;4; ; ; ;3; ;1;2;7; ;1; ; ; ;56;A-;Montevideo Medio Alto;433,2005686
1569;1;156901;1;37;1;2;4;2;2;2;3; ;2;1;5; ; ; ;1;3;1;2;10; ;1; ; ; ;69;A+;Montevideo Medio Alto;475,2634182
1570;1;157001;1;31;1;2;7; ;4;1;4; ;1; ; ;50;2; ;1;5;1;1; ; ;1;124126; ; ;67;A+;Montevideo Medio Alto;543,6100128
1570;2;157002;2;33;2;2;6; ;6;1;4; ;1; ; ;30;2; ;1;5;1;1; ; ;0;124121; ; ;67;A+;Montevideo Medio Alto;543,6100128
1570;3;157003;2;2;3;1;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;67;A+;Montevideo Medio Alto;543,6100128
1570;4;157004;2;1;3;1;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;67;A+;Montevideo Medio Alto;543,6100128
1571;1;157101;2;34;1;2;6; ;6;1;3; ;2;2; ;40;4; ;1;4;1;1; ; ;1;327004; ; ;62;A+;Montevideo Medio Alto;675,2825106
1571;2;157102;1;34;2;2;6; ;6;1;3; ;1; ; ;60;4; ;1;3;1;1; ; ;0;105101; ; ;62;A+;Montevideo Medio Alto;675,2825106
1571;3;157103;1;3;3;1;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;62;A+;Montevideo Medio Alto;675,2825106
1572;1;157201;1;56;1;2;6; ;5;1;3; ;1; ; ;45;4; ;1;5;1;1; ; ;1;123212; ; ;61;A+;Montevideo Medio Alto;500,1150634
1573;1;157301;2;80;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;2; ;0; ; ; ;49;M+;Montevideo Medio Alto;549,8007579
1573;2;157302;2;55;4;2;3; ;5;2;3; ;2;1;5; ; ; ;3; ;1;2;7; ;1; ; ; ;49;M+;Montevideo Medio Alto;549,8007579
1574;1;157401;2;66;1;2;5; ;4;1;3; ;2;1;4; ; ; ;1; ;1;2;2; ;1; ; ; ;47;M+;Montevideo Medio;441,4214793
1575;1;157501;1;67;1;2;3; ;3;2;1; ;2;1;4; ; ; ;1; ;1;2;10; ;0; ; ; ;42;M;Montevideo Medio;461,1107743
1575;2;157502;2;60;2;2;3; ;4;2;1; ;2;1;3; ; ; ;3; ;1;2;2; ;1; ; ; ;42;M;Montevideo Medio;461,1107743
1575;3;157503;1;22;3;1;3; ;5;2;1; ;1; ; ;44;3;1;1; ;1;1; ; ;0; ;105201; ;42;M;Montevideo Medio;461,1107743
1577;1;157701;2;73;1;2;3; ;6;1;2; ;2;1;4; ; ; ;2; ;1;2;10; ;1; ; ; ;35;M-;Montevideo Medio;450,4300809
1578;1;157801;2;32;1;2;5; ;2;1;3; ;1; ; ;46;2; ;1;5;1;1; ; ;1;337286; ; ;53;A-;Montevideo Medio Alto;521,5283571
1579;1;157901;1;78;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;10; ;0; ; ; ;45;M+;Montevideo Medio;481,893953
1579;2;157902;1;39;4;2;3; ;2;2;3; ;1; ; ;45;2; ;3; ;1;1; ; ;1;114222; ; ;45;M+;Montevideo Medio;481,893953
1580;1;158001;1;36;1;2;3; ;3;2;3; ;1; ; ;45;3;1;1;5;1;1; ; ;1; ;112024; ;53;A-;Montevideo Medio Alto;500,1150634
1581;1;158101;2;36;1;2;3; ;5;2;3; ;1; ; ;40;2; ;1;2;1;1; ; ;1;123205; ; ;50;M+;Montevideo Medio Alto;701,9700843
1581;2;158102;1;40;2;2;3; ;5;2;3; ;1; ; ;40;5;1;1;4;1;1; ; ;0; ;111019; ;50;M+;Montevideo Medio Alto;701,9700843
1581;3;158103;2;4;3;1;1; ;1;1;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;50;M+;Montevideo Medio Alto;701,9700843
1581;4;158104;2;9;3;1;2; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;50;M+;Montevideo Medio Alto;701,9700843
1582;1;158201;1;66;1;2;3; ;6;1;3; ;2;1;4; ; ; ;1; ;1;1; ; ;1; ; ; ;52;A-;Montevideo Alto;428,2407003
1582;2;158202;2;66;2;2;3; ;6;1;3; ;2;1;4; ; ; ;3; ;1;1; ; ;0; ; ; ;52;A-;Montevideo Alto;428,2407003
1583;1;158301;1;53;1;2;6; ;5;1;3; ;1; ; ;45;4; ;1;5;1;1; ; ;1;103003; ; ;73;A+;Montevideo Alto;578,5107993
1583;2;158302;2;49;2;2;6; ;4;1;3; ;1; ; ;20;2; ;1;5;1;1; ; ;0;102004; ; ;73;A+;Montevideo Alto;578,5107993
1583;3;158303;1;10;3;1;2; ;3;1;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;73;A+;Montevideo Alto;578,5107993
1584;1;158401;1;41;1;2;6; ;3;2;2; ;1; ; ;8;1; ;1; ;1;1; ; ;1; ; ; ;41;M;Montevideo Medio;487,5770009
1585;1;158501;1;62;1;2;2; ;6;1;3; ;1; ; ;40;3;2;1;3;1;1; ; ;1; ; ; ;51;A-;Montevideo Medio Alto;615,517114
1585;2;158502;2;56;2;2;3; ;2;2;3; ;1; ; ;30;2; ;3;2;1;1; ; ;0;118207; ; ;51;A-;Montevideo Medio Alto;615,517114
1585;3;158503;2;14;3;1;3; ;2;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;51;A-;Montevideo Medio Alto;615,517114
1587;1;158701;1;64;1;2;3; ;2;2;3; ;2;1;4; ; ; ;3;1;1;1; ; ;0; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688
1587;2;158702;2;62;2;2;2; ;6;1;3; ;2;1;4; ; ; ;3;1;1;1; ; ;1; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688
1587;3;158703;1;34;3;2;3; ;1;2;3; ;1; ; ;48;2; ;1;3;2;1; ; ;0;119016; ;101104;37;M;Zona I - Casavalle            NoBajo;80,32158688
1587;4;158704;1;40;3;2;3; ;2;2;2; ;2;1;4; ; ; ;3;1;1;2;7; ;0; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688
1588;1;158801;2;54;1;2;3; ;9;2;3; ;1; ; ;54;2; ;3; ;1;1; ; ;1;110076; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188
1588;2;158802;2;9;4;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188
1589;1;158901;1;45;1;2;2; ;6;1;1; ;1; ; ;35;2; ;1;3;1;1; ; ;0;117208; ; ;46;M+;Zona I - Casavalle            NoBajo;103,2345367
1589;2;158902;2;55;2;2;2; ;6;1;3; ;1; ; ;18;2; ;3;3;1;1; ; ;1;118201; ; ;46;M+;Zona I - Casavalle            NoBajo;103,2345367
1590;1;159001;1;68;1;2;2; ;6;1;3; ;2;1;4; ; ; ;1;2;1;2;10; ;0; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765
1590;2;159002;2;67;2;2;4;3;3;2;3; ;2;1;4; ; ; ;2;2;1;1; ; ;1; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765
1591;1;159101;2;76;1;2;5; ;4;1;3; ;2;1;4; ; ; ;2; ;1;1; ; ;0; ; ; ;66;A+;Montevideo Alto;879,2865579
1591;2;159102;1;51;4;2;6; ;5;2;3; ;1; ; ;58;5;2;1; ;1;1; ; ;1; ; ; ;66;A+;Montevideo Alto;879,2865579
1592;1;159201;2;92;2;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;7; ;0; ; ; ;59;A-;Montevideo Alto;478,9737302
1592;2;159202;1;90;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;7; ;0; ; ; ;59;A-;Montevideo Alto;478,9737302
1592;3;159203;2;47;14;2;2; ;6;1;3; ;1; ; ;96;6;2;3; ;2;2;11;Cuidado de personas;1;118204; ;118204;59;A-;Montevideo Alto;478,9737302
1593;1;159301;1;73;1;2;6; ;4;1;1; ;2;1;4; ; ; ;1;2;1;2;10; ;1; ; ; ;67;A+;Montevideo Alto;800,4534269
1593;2;159302;2;67;2;2;5; ;4;1;3; ;2;1;4; ; ; ;3;2;1;2;10; ;0; ; ; ;67;A+;Montevideo Alto;800,4534269
1594;1;159401;1;82;1;2;3; ;4;2;3; ;2;1;4; ; ; ;1; ;1;1; ; ;0; ; ; ;53;A-;Montevideo Alto;87,69012261
1594;2;159402;2;82;2;2;3; ;4;2;3; ;2;1;4; ; ; ;1; ;1;1; ; ;1; ; ; ;53;A-;Montevideo Alto;87,69012261
1595;1;159501;1;35;1;1;7; ;2;2;3; ;1; ; ;28;5;2;3; ;1;1; ; ;1; ; ; ;56;A-;Montevideo Medio Alto;508,5213044
1596;1;159601;1;85;1;2;2; ;6;1;3; ;2;1;4; ; ; ;2;1;1;2;1; ;0; ; ; ;48;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
1596;2;159602;2;77;2;2;2; ;6;1;3; ;2;1;3; ; ; ;2;1;1;2;10; ;1; ; ; ;48;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
1597;1;159701;1;59;1;2;5; ;4;1;3; ;1; ; ;40;4; ;1;5;1;1; ; ;0;327122; ; ;62;A+;Sauce, San Jacinto, Tala,  Santoral  y Otras;74,16708094
1597;2;159702;2;27;4;2;7; ;4;1;3; ;1; ; ;40;4; ;1;5;1;1; ; ;1;316208; ; ;62;A+;Sauce, San Jacinto, Tala,  Santoral  y Otras;74,16708094
1597;3;159703;2;80;7;2;2; ;2;2;3; ;2;1;4; ; ; ;3;9;1;2;7; ;0; ; ; ;62;A+;Sauce, San Jacinto, Tala,  Santoral  y Otras;74,16708094
1598;1;159801;1;34;1;2;3; ;4;2;3; ;1; ; ;24;2; ;1;2;1;1; ; ;1;314104; ; ;45;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;93,54292642
1598;2;159802;2;30;2;2;2; ;6;1;3; ;1; ; ;24;2; ;1;2;1;1; ; ;0;314104; ; ;45;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;93,54292642
1598;3;159803;1;5;3;1;1; ;4;1;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;45;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;93,54292642
1599;1;159901;2;52;1;2;3; ;4;2;3; ;1; ; ;48;2; ;3; ;1;2;10; ;1;314002; ; ;36;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;70,9104729
1600;1;160001;2;78;1;2;2; ;6;1;3; ;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;42;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;64,55293843
1601;1;160101;2;57;2;2;3; ;3;1;3; ;1; ; ;30;2; ;3; ;1;1; ; ;1;113213; ; ;40;M;Montevideo Bajo;480,0919041
1601;2;160102;1;57;1;2;4;2;2;2;3; ;1; ; ;40;2; ;1; ;1;1; ; ;0;115306; ; ;40;M;Montevideo Bajo;480,0919041
1601;3;160103;1;34;3;2;3; ;6;1;3; ;1; ; ;48;2; ;3; ;1;1; ; ;0;116131; ; ;40;M;Montevideo Bajo;480,0919041
1601;4;160104;2;28;6;1;4;2;4;2;3; ;1; ; ;44;2; ;3; ;1;1; ; ;0;112026; ; ;40;M;Montevideo Bajo;480,0919041
1602;1;160201;1;54;1;2;2; ;6;1;3; ;1; ; ;54;3;1;3; ;1;1; ; ;0; ;112106; ;45;M+;Montevideo Medio Bajo;709,4098359
1602;2;160202;1;27;4;2;3; ;3;1;3; ;1; ; ;60;2; ;1; ;2;1; ; ;1;118115; ;118115;45;M+;Montevideo Medio Bajo;709,4098359
1603;1;160301;2;80;1;2;2; ;4;2;2; ;2;1;4; ; ; ;3;1;1;2;10; ;0; ; ; ;25;B+;Montevideo Bajo;468,1694855
1603;2;160302;1;48;4;2;2; ;5;2;3; ;2;1;1; ; ; ;1;2;1;2;10; ;0; ; ; ;25;B+;Montevideo Bajo;468,1694855
1603;3;160303;1;21;11;2;3; ;5;2;3; ;1; ; ;48;2; ;3;4;1;1; ; ;0;116225; ; ;25;B+;Montevideo Bajo;468,1694855
1603;4;160304;1;17;11;1;3; ;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;25;B+;Montevideo Bajo;468,1694855
1603;5;160305;2;44;6;2;4;2;3;2;3; ;1; ; ;40;4; ;3;2;1;1; ; ;1;116008; ; ;25;B+;Montevideo Bajo;468,1694855
1604;1;160401;1;60;1;2;3; ;1;2;3; ;2;1;4; ; ; ;3; ;1;2;10; ;0; ; ; ;29;B+;Montevideo Medio Bajo;682,3056154
1604;2;160402;2;68;2;2;3; ;2;2;3; ;2;1;4; ; ; ;3; ;1;1; ; ;0; ; ; ;29;B+;Montevideo Medio Bajo;682,3056154
1604;3;160403;2;44;3;2;3; ;3;1;2; ;2;1;1; ; ; ;3; ;1;1; ; ;1; ; ; ;29;B+;Montevideo Medio Bajo;682,3056154
1604;4;160404;1;30;3;2;3; ;2;2;3; ;1; ; ;44;2; ;3; ;1;1; ; ;0;123211; ; ;29;B+;Montevideo Medio Bajo;682,3056154
1604;5;160405;2;6;6;1;1; ;5; ;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;29;B+;Montevideo Medio Bajo;682,3056154
1606;1;160601;1;62;1;2;5; ;2;1;3; ;1; ; ;48;2; ;1; ;1;2;2; ;1;116044; ; ;36;M-;Montevideo Medio Bajo;651,5220888
1606;2;160602;2;59;2;2;2; ;6;1;3; ;1; ; ;60;1; ;3; ;1;2;10; ;0; ; ; ;36;M-;Montevideo Medio Bajo;651,5220888
1606;3;160603;1;13;11;1;3; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;36;M-;Montevideo Medio Bajo;651,5220888
1607;1;160701;1;32;1;2;2; ;6;1;3; ;1; ; ;40;2; ;3;1;2;1; ; ;1;121129; ;121129;19;B-;Zona III - Cuenca Cerro Norte NoBajo;156,4953657
1607;2;160702;2;26;2;2;2; ;6;1;2; ;2;1;3; ; ; ;3;2;1;1; ; ;0; ; ; ;19;B-;Zona III - Cuenca Cerro Norte NoBajo;156,4953657
1607;3;160703;2;3;3;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;19;B-;Zona III - Cuenca Cerro Norte NoBajo;156,4953657
1607;4;160704;1;1;3;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;19;B-;Zona III - Cuenca Cerro Norte NoBajo;156,4953657
1608;1;160801;1;58;1;2;2; ;6;1;2; ;1; ; ;60;1; ;1;2;1;1; ; ;1; ; ; ;40;M;Zona III - Cuenca Cerro Norte Bajo;190,9593058
1608;2;160802;2;21;2;2;3; ;6;2;3; ;1; ; ;30;2; ;3;2;1;1; ; ;0;107204; ; ;40;M;Zona III - Cuenca Cerro Norte Bajo;190,9593058
1609;1;160901;1;61;1;2;4;2;3;1;2; ;2;1;1; ; ; ;3; ;1;2;10; ;1; ; ; ;22;B+;Montevideo Bajo;522,3824139
1609;2;160902;1;20;12;2;2; ;6;1;2; ;1; ; ;20;2; ;3; ;1;1; ; ;0;121244; ; ;22;B+;Montevideo Bajo;522,3824139
1610;1;161001;1;54;1;2;4;3;3;1;3; ;1; ; ;52;2; ;3;2;1;1; ; ;0;110226; ; ;57;A-;Montevideo Medio;673,0830045
1610;2;161002;2;55;2;2;6; ;3;2;3; ;1; ; ;60;4; ;1;5;1;1; ; ;1;121034; ; ;57;A-;Montevideo Medio;673,0830045
1610;3;161003;2;19;3;2;3; ;3;2;3; ;1; ; ;44;2; ;3;2;1;1; ; ;0;119101; ; ;57;A-;Montevideo Medio;673,0830045
1611;1;161101;1;54;1;2;3; ;4;2;3; ;1; ; ;44;2; ;1;5;1;1; ; ;1;327009; ; ;52;A-;Pando;46,42814727
1612;1;161201;1;35;4;2;2; ;6;1;1; ;1; ; ;44;5;2;3;2;1;2;10; ;1; ; ; ;25;B+;La Floresta, Atlántida y Otras;61,97486124
1612;2;161202;1;33;4;2;2; ;6;1;2; ;2;1;7; ; ; ;3;9;1;2;2; ;0; ; ; ;25;B+;La Floresta, Atlántida y Otras;61,97486124
1612;3;161203;2;66;1;2;2; ;6;1;2; ;2;1;3; ; ; ;3;9;1;2;10; ;0; ; ; ;25;B+;La Floresta, Atlántida y Otras;61,97486124
1613;1;161301;2;35;99;2;3; ;2;1;3; ;2;1;3; ; ; ;3; ;1;1; ; ;1; ; ; ;21;B-;Toledo, Suarez y Otras;144,8524787
1613;2;161302;1;32;99;2;3; ;3;1;3; ;1; ; ;50;2; ;3; ;1;1; ; ;0;123102; ; ;21;B-;Toledo, Suarez y Otras;144,8524787
1613;3;161303;1;13;3;1;3; ;2;1;3; ; ; ; ; ; ; ; ; ;1;2;7; ;0; ; ; ;21;B-;Toledo, Suarez y Otras;144,8524787
1613;4;161304;1;10;3;1;2; ;4;1;3; ; ; ; ; ; ; ; ; ;1;2;7; ;0; ; ; ;21;B-;Toledo, Suarez y Otras;144,8524787
1613;5;161305;2;5;3;1;2; ;1;1;3; ; ; ; ; ; ; ; ; ;1;2;7; ;0; ; ; ;21;B-;Toledo, Suarez y Otras;144,8524787
1614;1;161401;2;77;1;2;3; ;2;2;3; ;2;1;4; ; ; ;3; ;1;1; ; ;0; ; ; ;34;M-;Zona III - Cuenca Cerro Norte NoBajo;88,56400143
1614;2;161402;1;78;2;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;2; ;1; ; ; ;34;M-;Zona III - Cuenca Cerro Norte NoBajo;88,56400143
1614;3;161403;1;39;3;9;9; ;9;9;9;99;9;9;9; ; ; ;9; ;9;9;99; ;0; ; ; ;34;M-;Zona III - Cuenca Cerro Norte NoBajo;88,56400143
1615;1;161501;1;68;1;2;4;2;4;1;1; ;2;1;4; ; ; ;1;5;1;1; ; ;1; ; ; ;47;M+;La Floresta, Atlántida y Otras;52,66815565
1615;2;161502;2;68;2;2;2; ;6;1;1; ;2;1;3; ; ; ;3;5;1;1; ; ;0; ; ; ;47;M+;La Floresta, Atlántida y Otras;52,66815565
1616;1;161601;2;73;2;2;4;3;3;2;2; ;2;1;4; ; ; ;1;3;1;2;10; ;1; ; ; ;37;M;La Floresta, Atlántida y Otras;52,66815565
1616;2;161602;1;76;1;2;3; ;2;2;1; ;2;1;4; ; ; ;3;1;1;2;10; ;0; ; ; ;37;M;La Floresta, Atlántida y Otras;52,66815565
1617;1;161701;2;34;1;2;6; ;4;2;3; ;1; ; ;50;2; ;1;5;1;1; ; ;1;101003; ; ;62;A+;La Floresta, Atlántida y Otras;83,5994832
1617;2;161702;1;34;2;2;3; ;6;1;3; ;1; ; ;50;2; ;1;5;1;1; ; ;0;101003; ; ;62;A+;La Floresta, Atlántida y Otras;83,5994832
1619;1;161901;2;61;1;2;2; ;6;1;3;CASMU;2;1;4; ; ; ;3;5;1;2;10; ;1; ; ; ;45;M+;La Floresta, Atlántida y Otras;75,31976051
1619;2;161902;1;60;2;2;2; ;5;2;3;ESPAÑOLA;1; ; ;48;3;1;1;5;1;1; ; ;0; ;317269; ;45;M+;La Floresta, Atlántida y Otras;75,31976051
1619;3;161903;2;33;3;1;9; ;9;9;3;ESPAÑOLA;2;1;7; ; ; ;3;9;1;1; ; ;0; ; ; ;45;M+;La Floresta, Atlántida y Otras;75,31976051
1620;1;162001;2;67;2;2;2; ;6;1;1; ;2;1;3; ; ; ;3; ;1;2;1; ;1; ; ; ;39;M;La Floresta, Atlántida y Otras;52,66815565
1620;2;162002;1;77;1;2;2; ;3;2;1; ;2;1;4; ; ; ;3;1;1;2;2; ;0; ; ; ;39;M;La Floresta, Atlántida y Otras;52,66815565
1623;1;162301;2;37;2;2;2; ;6;1;2; ;2;1;1; ; ; ;3; ;1;1; ; ;0; ; ; ;18;B-;Zona II - Cuenca Noreste      Bajo;291,7205636
1623;2;162302;1;56;1;2;2; ;6;1;3; ;1; ; ;45;2; ;1; ;1;1; ; ;0;111091; ; ;18;B-;Zona II - Cuenca Noreste      Bajo;291,7205636
1623;3;162303;2;19;5;2;3; ;1;2;2; ;1; ; ;63;1; ;3; ;1;2;11;TRABAJA EN SU HOGAR;1; ; ; ;18;B-;Zona II - Cuenca Noreste      Bajo;291,7205636
1623;4;162304;1;17;5;1;3; ;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Zona II - Cuenca Noreste      Bajo;291,7205636
1623;5;162305;2;12;3;1;3; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Zona II - Cuenca Noreste      Bajo;291,7205636
1623;6;162306;2;9;3;1;2; ;3;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Zona II - Cuenca Noreste      Bajo;291,7205636
1625;1;162501;2;75;1;2;3; ;2;2;2; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;27;B+;Ciudad del Plata, Libertad;92,72010105
1626;1;162601;1;58;1;2;2; ;6;1;1; ;1; ; ;30;5;2;1;5;1;1; ; ;1; ; ; ;41;M;Ciudad del Plata, Libertad;99,32234924
1626;2;162602;2;73;2;2;2; ;4;2;1; ;2;1;4; ; ; ;3;9;1;2;10; ;0; ; ; ;41;M;Ciudad del Plata, Libertad;99,32234924
1627;1;162701;1;40;1;2;2; ;2;2;2; ;1; ; ;48;1; ;1;5;1;1; ; ;0; ; ; ;32;M-;Ciudad del Plata, Libertad;101,5785475
1627;2;162702;2;48;2;2;3; ;1;2;2; ;1; ; ;48;1; ;1;2;1;2;10; ;1; ; ; ;32;M-;Ciudad del Plata, Libertad;101,5785475
